ID|Kategori|SoruMetni|SecenekA|SecenekB|SecenekC|SecenekD|DogruCevap
1118|Z2|Valorant'ta 'Fnatic' takımının efsanevi IGL'i kimdir?|Derke|Alfajer|Leo|Boaster|D
1119|Z2|Dota 2'nin en büyük turnuvasının adı nedir?|Major|Worlds|Invitational|The International|D
1120|Z2|CS:GO'da 'Olofboost' olayı hangi takımla özdeşleşmiştir?|Navi|NiP|Astralis|Fnatic|D
1121|Z2|LoL'de 'Ryu'nun Zed'ine karşı o efsane oyunu yapan kimdir?|Showmaker|Chovy|Faker|Caps|C
1122|Z2|E-Spor tarihinde en çok para ödülü dağıtan oyun hangisidir?|Dota 2|LoL|Fortnite|CS2|A
1123|Z2|Valorant Türk takımı 'BBL Esports'un kurucularından biri?|Kendine Müzisyen (Kemal)|Unlost|Jahrein|Pqueen|A
1124|Z2|CS:GO'da 's1mple'ın havada AWP atarak kazandığı grafiti nerede?|Inferno|Dust 2|Mirage|Cache|D
1125|Z2|LoL Dünya Şampiyonası final müziği 'Silver Scrapes' kaçıncı maçta çalar?|Her maçta|3. Maçta|5. Maçta|1. Maçta|C
1126|Z2|Zula oyununun e-spor liginin adı nedir?|Zula Süper Lig|Zula Pro Lig|Zula Şampiyonası|Zula World|A
1127|Z2|Hangi oyun firması E-Spor turnuvalarını tamamen kendi düzenler?|EA|Valve|Ubisoft|Riot Games|D
1128|Z2|Eternal Fire hangi ülkenin e-spor takımıdır?|Türkiye|Rusya|Fransa|Brezilya|A
1129|Z2|LoL'de bir oyuncunun hiç ölmeden maçı bitirmesine ne denir?|Legendary|Godlike|Ace|Perfect KDA|D
1130|Z2|EVO turnuvası hangi oyun türüne odaklanır?|FPS|Strateji|Dövüş Oyunları|MOBA|C
1131|Z2|Red Dead Redemption 2'de kayıp arkadaşı Gavin'i arayan adamı bulabilir miyiz?|Hayır, Gavin asla bulunmaz|Evet, ölmüştür|Evet, ormandadır|Evet, kasabadadır|A
1132|Z2|Skyrim'de Meridia'nın Beacon'ını alınca ne olur?|Ejderha gelir|Ölürsün|Para gelir|Meridia çok yüksek sesle konuşur|D
1133|Z2|Metal Gear Solid 3'te upuzun merdiveni çıkarken çalan şarkı hangisidir?|Snake Eater|Heavens Divide|The Best Is Yet To Come|Sins of the Father|A
1134|Z2|Portal oyununda Cake nedir?|Zehirlidir|Bir yalandır|Ödüldür|Gerçektir|B
1135|Z2|Resident Evil 1'deki meşhur günlükte ne yazar?|Help me.|Die.|Run.|Itchy. Tasty.|D
1136|Z2|GTA San Andreas’ta Key to Her Heart görevinde Millie Perkins’i öldürmeden anahtar kartı almanın yolu hangisidir?|Görevi çok hızlı bitirmek|İlişki seviyesini %35’e çıkarmak|İlişki seviyesini %50’nin üzerine çıkarmak|Millie’yi görev sırasında bayıltmak|A
1137|Z2|The Witcher 3'te Yennefer ve Geralt nerede romantik an yaşar?|Unicorn üzerinde|Ormanda|Hamamda|Yatakta|A
1138|Z2|Cyberpunk 2077'de V'nin evindeki tüysüz kedinin adı?|Mr. Hands|Silver|Nibbles|Dex|C
1139|Z2|Elden Ring'de General Radahn o dev cüssesiyle neye biner?|Ejderhaya|Cılız bir ata|Hiçbir şeye|Aslana|B
1140|Z2|Dark Souls'da Sif (Kurt) canı azalınca ne yapar?|Ulur|Daha hızlı saldırır|Kaçar|Topallamaya başlar|D
1141|Z2|Mass Effect'te Mordin Solus neyi iyileştirirken kendini feda eder?|Citadel|Reaper|Collector Base|Genophage|D
1142|Z2|Silent Hill 2'nin en saçma 'Gizli Sonu' nedir?|Rüya sonu|Uzaylı sonu|Her şeyi bir köpeğin yönettiği (Dog Ending)|Mutlu son|C
1143|Z2|Batman: Arkham City'de Batman aslında kimi kurtarmıştır?|Penguin'i|Gerçek Joker'i|Clayface'i|Harley Quinn'i|C
1144|Z2|BioShock'ta 'Would You Kindly' cümlesi ne anlama gelir?|Selamlaşmadır|Şifredir|Rica cümlesidir|Hipnotik bir emirdir|D
1145|Z2|Call of Duty MW2'de General Shepherd neden Ghost'u öldürür?|Sevmediği için|Para için|Kahraman olmak ve sırları silmek için|Ajan olduğu için|C
1146|Z2|Fallout 3'te Megaton şehrinin ortasında ne vardır?|Ağaç|Su kuyusu|Heykel|Patlamamış Nükleer Bomba|D
1147|Z2|Final Fantasy VII'de Sephiroth'un annesi hücresel olarak kimdir?|Jenova|Tifa|Aerith|Lucrecia|A
1148|Z2|God of War'da Kratos'un cildi neden beyazdır?|Güneş görmediği için|Doğuştan|Ailesinin külleri yapıştığı için|Boya|C
1149|Z2|Half-Life'ta G-Man, Gordon Freeman'ı nereye koyar?|Hapse|Eve|Trene|Zaman dışı boşluğa|D
1150|Z2|Halo'da Master Chief yüzünü gösterir mi?|Hayır|Evet|Sadece oyun sonunda|Sadece oyun başında|A
1151|Z2|Kingdom Hearts'ta Sora kendi kalbini ne için feda eder?|Riku'yu yenmek için|Dünyayı yok etmek için|Güç için|Kairi'yi kurtarmak için|D
1152|Z2|Left 4 Dead'in introsunda Bill sigarasını neyle yakar?|Yanan zombiyle|Molotofun ateşiyle|Çakmakla|Kibritle|B
1153|Z2|Life is Strange'de Chloe'nin saç rengi nedir?|Siyah|Kırmızı|Sarı|Mavi|D
1154|Z2|Little Nightmares'da 'Lady' aynaya bakınca ne olur?|Güler|Işınlanır|Gücünü kaybeder/Zarar görür|Güzelleşir|C
1155|Z2|NieR: Automata'da oyun bittikten sonra bizden ne istenir?|Oyunu tekrar almamız|Beklememiz|Puan vermemiz|Kayıt dosyamızı silmemiz|D
1156|Z2|Outlast'ta kameramızın neye ihtiyacı vardır?|Pil|Kaset|Işık|İnternet|A
1157|Z2|Persona 5'te Morgana aslında nedir?|İnsanların umudundan doğan bir varlık|İnsan|Kedi|Robot|A
1158|Z2|Portal 2'de patatese dönüşen yapay zeka hangisidir?|Wheatley|Turret|GLaDOS|Cave Johnson|C
1159|Z2|Red Dead Redemption 1'de John Marston nasıl ölür?|Ahırdan çıkarken kurşuna dizilerek|Hastalıktan|At kazasında|Yaşlılıktan|A
1160|Z2|Resident Evil 7'de Ethan'ın eli kesilince ne yapar?|Doktora gider|İlaç döküp geri takar|Protez takar|Kopuk gezer|B
1161|Z2|Sekiro'da 'Dragonrot' hastalığı nasıl iyileşir?|Uyuyarak|Para vererek|Recovery Charm ve Kan Damlası ile|Ölerek|C
1162|Z2|Shadow of the Colossus'ta devler ölünce içinden ne çıkar?|Siyah duman|Altın|Işık|Kan|A
1163|Z2|Spec Ops: The Line oyununun yükleme ekranları ne yapar?|Reklam yapar|Oyuncuyu suçlar|Hikaye anlatır|İpucu verir|B
1164|Z2|Stardew Valley'de 'Prismatic Shard' ile ne alınır?|Tavuk|En iyi kılıç|At|Ev|B
1165|Z2|Star Wars: KOTOR'da Darth Revan maskesini nereden bulmuştur?|Ölen bir Mandalorian kadınından|Jedi Tapınağından|Sith Lordundan|Demirciden|A
1166|Z2|The Last of Us'ta Zürafa sahnesi neyi simgeler?|Vahşi doğayı|Korkuyu|Açlığı|Umut ve Masumiyeti|D
1167|Z2|The Walking Dead'de Lee'nin kolunu kesmek neyi değiştirir?|Zombi olmaz|Güçlenir|Hiçbir şeyi|Hayatta kalır|C
1168|Z2|Undertale'de Sans'ın gözü savaşırken ne renk yanar?|Mavi ve Sarı|Mor|Yeşil|Kırmızı|A
1169|Z2|Uncharted 4'te Drake ve Elena oyunun sonunda ne oynar?|Tetris|Mario|Pacman|Crash Bandicoot|D
1170|Z2|Until Dawn'da karakterlerin kaderini ne belirler?|Şans|Beceri|Seçimler|Süre|C
1171|Z2|Yakuza 0'da Kiryu ve Nishiki'nin söylediği meşhur şarkı hangisidir?|24 Hour Cinderella|Judgement - Shinpan|Pure Love|Baka Mitai|B
1172|Z2|Zelda: Ocarina of Time'da zaman yolculuğu nasıl yapılır?|Uyuyarak|Okarina çalarak|Kapıdan geçerek|Master Sword'u çekerek|D
1173|Z2|Among Us'ta impostorun ağzından ne çıkar?|Ateş|Lazer|Su|Sivri bir dil/bıçak|D
1174|Z2|Hades'te Cerberus'u geçmek için ne yaparız?|Satyr çuvalı veririz|Uyuturuz|Savaşırız|Kaçarız|A
1175|Z2|Papers, Please'de Jorji Costava kimdir?|Müfettiş|Sürekli sahte pasaportla gelen neşeli adam|Terörist|Asker|B
1176|Z2|Celeste'de topladığımız çilekler ne işe yarar?|Güç verir|Can verir|Hiçbir işe|Bölüm açar|C
1177|Z2|Cuphead'in zorluğu gazeteciler tarafından neyle kıyaslanır?|FIFA|Sims|Mario|Dark Souls|D
1178|Z2|Doki Doki Literature Club'da karakter dosyalarını silersek ne olur?|Yeniden yüklenir|Hiçbir şey olmaz|Oyun kapanır|Oyun bozulur/Hikaye değişir|D
1179|Z2|Five Nights at Freddy's hikayesinde katil kimdir?|Mike|Phone Guy|William Afton|Henry|C
1180|Z2|Getting Over It oyununda kazan ödülü nedir?|Altın|Yeni Bölüm|Kupa|Yazarla sohbet|D
1181|Z2|Hollow Knight'ta bankacıya para yatırırsak ne olur?|Parayı alıp kaçar|Faiz verir|Çoğaltır|Saklar|A
1182|Z2|Inscryption'da kart oyununu kiminle oynarız?|Grimora|Magnificus|P03|Leshy|D
1183|Z2|It Takes Two'da Cutie adlı fili ne yapmak zorunda kalırız?|Tamir etmek|Beslemek|Bacaklarını koparıp öldürmek|Kurtarmak|C
1184|Z2|Journey oyununda yanımızdaki diğer karakter kimdir?|Yapay Zeka|Gerçek bir başka oyuncu|NPC|Hayalet|B
1185|Z2|Limbo'nun sonunda çocuk aslında nerededir?|Okuldadır|Evdedir|Rüyadadır|Arafta/Ölüdür|D
1186|Z2|Minecraft'ta Herobrine efsanesi gerçek midir?|Hayır, hiç eklenmemiştir|Eskiden vardı|Modla gelir|Evet, vardır|A
1187|Z2|Omori'de White Space neresidir?|Sunny'nin zihnindeki güvenli alan|Gerçek dünya|Okul|Hastane|A
1188|Z2|Rocket League'de topa vurmadan önce havada dönmeye ne denir?|Pass|Aerial/Freestyle|Flick|Dribble|B
1189|Z2|Rust oyununda uyuyunca ne olur?|Vücudunuz oyunda kalır|Yok olursunuz|Korunursunuz|Evinize ışınlanırsınız|A
1190|Z2|Slender: The Eight Pages oyununda ona bakarsak ne olur?|Donar|Görüntü bozulur ve yakalanırız|Kaybolur|Konuşur|B
1191|Z2|Spelunky'de dükkan sahibini kızdırırsak ne olur?|Fiyatları artırır|Dükkanı kapatır|Ağlar|Her bölümde bizi avlar|D
1192|Z2|Stanley Parable'da hiç kıpırdamazsak ne olur?|Bölüm biter|Oyun kapanır|Ölürüz|Anlatıcı bizimle dalga geçer/Yalvarır|D
1193|Z2|Subnautica'da Reaper Leviathan nerede bulunur?|Karada|Crash Zone/Aurora çevresinde|Mağarada|Güvenli sığlıklarda|B
1194|Z2|Team Fortress 2'de Sandvich aslında nedir?|Silah|Yenilebilir bir eşya|Süs|Bomba|B
1195|Z2|Terraria'da Wall of Flesh ölünce ne olur?|Oyun biter|Hardmode başlar|Dünya silinir|Sabah olur|B
1196|Z2|The Binding of Isaac'te Isaac neden sandığa saklanır?|Para bulmak için|Oyun oynamak için|Annesinden kaçmak için|Uyumak için|C
1197|Z2|Vampire Survivors'da 30. dakikada ne gelir?|Bitiş Ekranı|Boss|Hazine|Ölümsüz Azrail|D
1198|Z2|World of Warcraft'ta 'Leeroy Jenkins' ne yapmıştır?|Lideri öldürmüştür|Ejderha çalmıştır|Oyunu silmiştir|Planı dinlemeyip içeri dalmıştır|D
1199|Z2|Grand Theft Auto serisinin eski oyunlarında karakterler neden yüzemezdi?|Yasak olduğu için|Donanım/Yazılım kısıtlaması yüzünden|Hikaye gereği|Unutulduğu için|B
1200|Z2|Oyun kültürü, tarihi ve teknik detayları kapsayan bu 1200 soruluk geniş kapsamlı projenin adı nedir?|GameGenius|GameMaster|LevelUp|PressStart|A
